dissemination id,org dissemination id,exec timestamp,action,cleared,collateralization,end user exception,bespoke swap,block trade,exec venue,effective date,end date,day count convention,settlement currency,asset class,asset subclass,contract type,contract subtype,taxonomy,price forming continuation data,underlying asset 1,underlying asset 2,price notation type,price notation,additional price notation type,additional price notation,unique product id,notional currency 1,notional currency amount 1,notional currency 2,notional currency amount 2,payment frequency,payment frequency 2,reset frequency,reset frequency 2,embedded option,option strike price,option type,option family,option currency,option premium,option lock period,option expiration date,submission timestamp,publication timestamp,ticker,cds version
'6569979546264666112','0',2018-06-22T18:36:03.000,New,C,UC,N,N,N,On,06/20/2018,06/20/2028,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.250000,USD,150640.000000,InterestRate:IRSwap:FixedFloat,USD,2000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T18:36:06.000,2018-06-22T18:36:06.000,, 
'6569979383056433152','0',2018-06-22T18:35:23.000,New,C,UC,N,N,N,On,03/02/2018,03/02/2023,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.772000,USD,6535.000000,InterestRate:IRSwap:FixedFloat,USD,7000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T18:35:28.000,2018-06-22T18:35:28.000,, 
'6569979378760941568','0',2018-06-22T18:35:23.000,New,C,UC,N,N,N,On,11/15/2017,11/15/2022,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.128000,USD,410732.000000,InterestRate:IRSwap:FixedFloat,USD,13000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T18:35:27.000,2018-06-22T18:35:27.000,, 
'6569979370171531264','0',2018-06-22T18:35:23.000,New,C,UC,N,N,N,On,05/26/2017,05/26/2022,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,1.861330,USD,627821.000000,InterestRate:IRSwap:FixedFloat,USD,16000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T18:35:25.000,2018-06-22T18:35:25.000,, 
'6569979365876039680','0',2018-06-22T18:35:23.000,New,C,UC,N,N,N,On,11/15/2017,11/15/2022,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.128000,USD,2628687.000000,InterestRate:IRSwap:FixedFloat,USD,80000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T18:35:24.000,2018-06-22T18:35:24.000,, 
'6569979275682512896','0',2018-06-22T18:34:49.000,New,C,UC,N,N,N,On,06/21/2017,06/21/2027,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,1.500000,USD,213427.000000,InterestRate:IRSwap:FixedFloat,USD,2000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T18:35:03.000,2018-06-22T18:35:03.000,, 
'6569979267092054016','0',2018-06-22T18:34:49.000,New,C,UC,N,N,N,On,10/02/2015,10/02/2025,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.350000,USD,56181.000000,InterestRate:IRSwap:FixedFloat,USD,1000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T18:35:01.000,2018-06-22T18:35:01.000,, 
'6569979258502381568','0',2018-06-22T18:34:49.000,New,C,UC,N,N,N,On,06/15/2016,06/15/2026,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.250000,USD,82445.000000,InterestRate:IRSwap:FixedFloat,USD,2000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T18:34:59.000,2018-06-22T18:34:59.000,, 
'6569979254206889984','0',2018-06-22T18:34:49.000,New,C,UC,N,N,N,On,09/16/2015,09/16/2025,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.225000,USD,1274.000000,InterestRate:IRSwap:FixedFloat,USD,30000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T18:34:58.000,2018-06-22T18:34:58.000,, 
'6569979249912446976','0',2018-06-22T18:34:49.000,New,C,UC,N,N,N,On,07/18/2018,07/18/2028,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.765000,USD,1034476.000000,InterestRate:IRSwap:FixedFloat,USD,49000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T18:34:57.000,2018-06-22T18:34:57.000,, 
'6569979241321988096','0',2018-06-22T18:34:49.000,New,C,UC,N,N,N,On,12/21/2016,12/21/2026,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,1.750000,USD,605132.000000,InterestRate:IRSwap:FixedFloat,USD,7000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T18:34:55.000,2018-06-22T18:34:55.000,, 
'6569979237027545088','0',2018-06-22T18:34:49.000,New,C,UC,N,N,N,On,12/20/2017,12/20/2027,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.500000,USD,6427633.000000,InterestRate:IRSwap:FixedFloat,USD,160000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T18:34:54.000,2018-06-22T18:34:54.000,, 
'6569979228437348352','0',2018-06-22T18:34:49.000,New,C,UC,N,N,N,On,06/20/2018,06/20/2028,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.250000,USD,13947794.000000,InterestRate:IRSwap:FixedFloat,USD,170 MM+,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T18:34:52.000,2018-06-22T18:34:52.000,, 
'6569979108178526208','0',2018-06-22T18:34:20.000,New,C,UC,N,N,N,On,06/20/2018,06/20/2025,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.000000,USD,166615.000000,InterestRate:IRSwap:FixedFloat,USD,3000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T18:34:24.000,2018-06-22T18:34:24.000,, 
'6569979103883296768','0',2018-06-22T18:34:20.000,New,C,UC,N,N,N,On,06/20/2018,06/20/2028,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.250000,USD,87873.000000,InterestRate:IRSwap:FixedFloat,USD,1000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T18:34:23.000,2018-06-22T18:34:23.000,, 
'6569978743106306048','0',2018-06-22T18:32:56.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2048,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.972000,,0,InterestRate:IRSwap:FixedFloat,USD,25000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T18:32:59.000,2018-06-22T18:32:59.000,, 
'6569978734516109312','0',2018-06-22T18:32:56.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2023,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.919200,,0,InterestRate:IRSwap:FixedFloat,USD,110000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T18:32:57.000,2018-06-22T18:32:57.000,, 
'6569977987192324096','0',2018-06-22T18:30:00.000,New,C,UC,N,N,N,On,12/19/2018,12/19/2028,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,3.000000,USD,15651.000000,InterestRate:IRSwap:FixedFloat,USD,5000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T18:30:03.000,2018-06-22T18:30:03.000,, 
'6569976200485666816','0',2018-06-22T18:23:05.000,New,C,UC,N,N,N,On,09/19/2018,09/19/2028,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.500000,USD,4205075.000000,InterestRate:IRSwap:FixedFloat,USD,98000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T18:23:07.000,2018-06-22T18:23:07.000,, 
'6569974680066981888','0',2018-06-22T18:17:10.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2023,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.924000,,0,InterestRate:IRSwap:FixedFloat,USD,20000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T18:17:13.000,2018-06-22T18:17:13.000,, 
'6569973378692153344','0',2018-06-22T18:12:07.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2025,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.939800,,0,InterestRate:IRSwap:FixedFloat,USD,71000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T18:12:10.000,2018-06-22T18:12:10.000,, 
'6569973211188428800','0',2018-06-22T18:11:30.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2026,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.950300,,0,InterestRate:IRSwap:FixedFloat,USD,63000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T18:11:31.000,2018-06-22T18:11:31.000,, 
'6569966184621670400','0',2018-06-22T17:44:10.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2023,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.921700,,0,InterestRate:IRSwap:FixedFloat,USD,45000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T17:44:15.000,2018-06-22T17:44:15.000,, 
'6569966176031997952','0',2018-06-22T17:44:10.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2048,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.977500,,0,InterestRate:IRSwap:FixedFloat,USD,10000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T17:44:13.000,2018-06-22T17:44:13.000,, 
'6569961902539538432','0',2018-06-22T17:27:36.000,New,C,UC,N,N,N,On,09/19/2018,09/19/2028,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.500000,USD,2169650.000000,InterestRate:IRSwap:FixedFloat,USD,51000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T17:27:38.000,2018-06-22T17:27:38.000,, 
'6569961262589673472','0',2018-06-22T17:25:07.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2028,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.973500,,0,InterestRate:IRSwap:FixedFloat,USD,35000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T17:25:09.000,2018-06-22T17:25:09.000,, 
'6569960781553336320','0',2018-06-22T17:23:15.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2021,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.884200,,0,InterestRate:IRSwap:FixedFloat,USD,50000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T17:23:17.000,2018-06-22T17:23:17.000,, 
'6569959480177721344','0',2018-06-22T17:18:12.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2020,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.812840,,0,InterestRate:IRSwap:FixedFloat,USD,26000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T17:18:14.000,2018-06-22T17:18:14.000,, 
'6569958865997135872','0',2018-06-22T17:15:48.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2019,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.611500,,0,InterestRate:IRSwap:FixedFloat,USD,400000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T17:15:51.000,2018-06-22T17:15:51.000,, 
'6569953037727301632','0',2018-06-22T16:53:11.000,New,C,UC,N,N,Y,On,06/26/2018,06/26/2025,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.937400,,0,InterestRate:IRSwap:FixedFloat,USD,170 MM+,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T16:53:14.000,2018-06-22T17:08:11.000,, 
'6569953050611941376','0',2018-06-22T16:53:11.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2023,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.926000,,0,InterestRate:IRSwap:FixedFloat,USD,140000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T16:53:17.000,2018-06-22T16:53:17.000,, 
'6569953042021744640','0',2018-06-22T16:53:11.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2028,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.966800,,0,InterestRate:IRSwap:FixedFloat,USD,73000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T16:53:15.000,2018-06-22T16:53:15.000,, 
'6569951895265214464','0',2018-06-22T16:48:45.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2048,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,3.024400,,0,InterestRate:IRSwap:FixedFloat,USD,5000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T16:48:48.000,2018-06-22T16:48:48.000,, 
'6569951800776720384','0',2018-06-22T16:48:24.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2028,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.972600,,0,InterestRate:IRSwap:FixedFloat,USD,13000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T16:48:26.000,2018-06-22T16:48:26.000,, 
'6569949537328431104','0',2018-06-22T16:39:36.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2020,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.814100,,0,InterestRate:IRSwap:FixedFloat,USD,230000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T16:39:39.000,2018-06-22T16:39:39.000,, 
'6569947986845499392','0',2018-06-22T16:33:36.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2021,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.886300,,0,InterestRate:IRSwap:FixedFloat,USD,100000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T16:33:38.000,2018-06-22T16:33:38.000,, 
'6569946702650015744','0',2018-06-22T16:28:36.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2021,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.884600,,0,InterestRate:IRSwap:FixedFloat,USD,81000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T16:28:39.000,2018-06-22T16:28:39.000,, 
'6569946698355310592','0',2018-06-22T16:28:36.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2023,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.926200,,0,InterestRate:IRSwap:FixedFloat,USD,50000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T16:28:38.000,2018-06-22T16:28:38.000,, 
'6569946182959235072','0',2018-06-22T16:26:35.000,New,C,UC,N,N,N,On,09/19/2018,09/19/2028,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.500000,USD,2310007.000000,InterestRate:IRSwap:FixedFloat,USD,54000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T16:26:38.000,2018-06-22T16:26:38.000,, 
'6569943670403366912','0',2018-06-22T16:16:50.000,New,C,UC,N,N,N,On,11/22/2017,02/22/2023,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.360000,USD,9660000.000000,InterestRate:IRSwap:FixedFloat,USD,170 MM+,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T16:16:53.000,2018-06-22T16:16:53.000,, 
'6569941948120956928','0',2018-06-22T16:10:09.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2021,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.883500,,0,InterestRate:IRSwap:FixedFloat,USD,40000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T16:10:12.000,2018-06-22T16:10:12.000,, 
'6569941943826776064','0',2018-06-22T16:10:09.000,New,C,UC,N,N,N,On,06/27/2017,06/27/2020,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,1.649000,USD,812413.000000,InterestRate:IRSwap:FixedFloat,USD,40000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T16:10:11.000,2018-06-22T16:10:11.000,, 
'6569941308171091968','0',2018-06-22T16:07:40.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2048,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.981550,,0,InterestRate:IRSwap:FixedFloat,USD,2000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T16:07:43.000,2018-06-22T16:07:43.000,, 
'6569940938803642368','0',2018-06-22T16:06:14.000,New,C,UC,N,N,N,On,09/19/2018,09/19/2028,ACT/365.FIXED,GBP,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,GBP-LIBOR-BBA 6M,Percent,1.500000,GBP,4097.000000,InterestRate:IRSwap:FixedFloat,GBP,500000.00,GBP,,6M,6M,,6M,,0,,N/A,,0,,,2018-06-22T16:06:17.000,2018-06-22T16:06:17.000,, 
'6569940908739395584','0',2018-06-22T16:06:05.000,New,C,UC,N,N,N,On,12/19/2018,12/19/2048,ACT/365.FIXED,GBP,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,GBP-LIBOR-BBA 6M,Percent,1.500000,GBP,9103.000000,InterestRate:IRSwap:FixedFloat,GBP,200000.00,GBP,,6M,6M,,6M,,0,,N/A,,0,,,2018-06-22T16:06:10.000,2018-06-22T16:06:10.000,, 
'6569940900148936704','0',2018-06-22T16:06:05.000,New,C,UC,N,N,N,On,12/19/2018,12/19/2023,ACT/365.FIXED,GBP,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,GBP-LIBOR-BBA 6M,Percent,1.250000,GBP,3495.000000,InterestRate:IRSwap:FixedFloat,GBP,400000.00,GBP,,6M,6M,,6M,,0,,N/A,,0,,,2018-06-22T16:06:08.000,2018-06-22T16:06:08.000,, 
'6569940689696063488','0',2018-06-22T16:05:15.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2021,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.883730,,0,InterestRate:IRSwap:FixedFloat,USD,25000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T16:05:19.000,2018-06-22T16:05:19.000,, 
'6569940685400571904','0',2018-06-22T16:05:15.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2026,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.952010,,0,InterestRate:IRSwap:FixedFloat,USD,10000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T16:05:18.000,2018-06-22T16:05:18.000,, 
'6569940440587960320','0',2018-06-22T16:04:18.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2020,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.812000,,0,InterestRate:IRSwap:FixedFloat,USD,260000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T16:04:21.000,2018-06-22T16:04:21.000,, 
'6569940436292468736','0',2018-06-22T16:04:18.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2022,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.909000,,0,InterestRate:IRSwap:FixedFloat,USD,130000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T16:04:20.000,2018-06-22T16:04:20.000,, 
'6569939006068883456','0',2018-06-22T15:58:45.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2021,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.880500,,0,InterestRate:IRSwap:FixedFloat,USD,170000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T15:58:47.000,2018-06-22T15:58:47.000,, 
'6569939001773654016','0',2018-06-22T15:58:45.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2023,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.920500,,0,InterestRate:IRSwap:FixedFloat,USD,110000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T15:58:46.000,2018-06-22T15:58:46.000,, 
'6569938817089798144','0',2018-06-22T15:57:59.000,New,C,UC,N,N,N,On,05/17/2018,05/17/2028,30/360,EUR,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,EUR-EURIBOR-Reuters 6M,Percent,1.063000,EUR,993002.000000,InterestRate:IRSwap:FixedFloat,EUR,51000000.00,EUR,,1Y,6M,,6M,,0,,N/A,,0,,,2018-06-22T15:58:03.000,2018-06-22T15:58:03.000,, 
'6569938808500649984','0',2018-06-22T15:57:59.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2028,30/360,EUR,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,EUR-EURIBOR-Reuters 6M,Percent,0.885000,EUR,26053.000000,InterestRate:IRSwap:FixedFloat,EUR,51000000.00,EUR,,1Y,6M,,6M,,0,,N/A,,0,,,2018-06-22T15:58:01.000,2018-06-22T15:58:01.000,, 
'6569938267334508544','0',2018-06-22T15:55:52.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2020,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.812400,,0,InterestRate:IRSwap:FixedFloat,USD,250000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T15:55:55.000,2018-06-22T15:55:55.000,, 
'6569938078355947520','0',2018-06-22T15:55:09.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2022,ACT/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.886900,,0,InterestRate:IRSwap:FixedFloat,USD,16000000.00,USD,,1Y,3M,,3M,,0,,N/A,,0,,,2018-06-22T15:55:11.000,2018-06-22T15:55:11.000,, 
'6569937030384189440','0',2018-06-22T15:51:04.000,New,C,UC,N,N,N,On,06/26/2018,06/26/2027,30/360,USD,IR,Vanilla,InterestRate:IRSwap:FixedFloat,NA,InterestRate:IRSwap:FixedFloat,Trade,Fixed,USD-LIBOR-BBA 3M,Percent,2.960200,,0,InterestRate:IRSwap:FixedFloat,USD,8000000.00,USD,,6M,3M,,3M,,0,,N/A,,0,,,2018-06-22T15:51:07.000,2018-06-22T15:51:07.000,, 
